set map mb cm regFn regDr
NY 3 13.829007 102.73 102.816530152959 2.86
NY 3 13.851821 102.73 102.863212228378 2.81
NY 3 13.94601 102.73 102.951199789094 2.57
NY 3 14.099276 102.73 102.822781464937 2.21
NY 3 14.194983 102.73 102.73225440129 2.08
NY 3 14.216102 102.73 102.724271845787 2.05
NY 3 14.276105 102.73 102.742126908449 1.96
NY 3 14.303942 102.73 102.758457859065 1.93
NY 3 14.350881 102.73 102.754807143883 1.92
NY 3 14.37771 102.73 102.740801073814 1.92
NY 3 14.518103 102.73 102.667797636503 1.92
NY 3 14.574476 102.73 102.708509874037 1.94
NY 3 14.597765 102.73 102.73825610351 1.96
NY 3 14.756005 102.73 102.889742168693 2.2
NY 3 14.828524 102.73 103.00241404219 2.31
NY 3 14.851469 102.73 103.053232921551 2.35
NY 3 14.948891 102.73 103.324840287668 2.54
NY 3 15.017835 103.46 103.553101740132 2.73
NY 3 15.170926 103.46 104.119517725926 3.2
NY 3 15.19236 103.46 104.201409999731 3.26
NY 3 15.221551 104.19 104.312651518355 3.34
NY 3 15.325645 104.92 104.781208737944 3.59
NY 3 15.402575 104.92 105.185645184666 3.81
NY 3 15.50665 106.39 105.735089836078 4.11
NY 3 15.565207 106.39 106.012956751162 4.25
NY 3 15.586771 106.39 106.113256295106 4.29
NY 3 15.608095 106.39 106.221212319496 4.33
NY 3 15.712231 106.39 106.817955831258 4.55
NY 3 15.760778 107.12 107.098144600455 4.65
NY 3 15.808435 107.85 107.347753990316 4.73
NY 3 15.881807 108.58 107.704971261752 4.83
NY 3 16.005484 108.58 108.316063741341 4.93
NY 3 16.058327 108.58 108.580335750208 4.96
NY 3 16.233897 109.31 109.470458298557 5.1
NY 3 16.367616 110.78 110.16041429417 5.16
NY 3 16.388804 110.78 110.270504232865 5.17
NY 3 16.606653 110.78 111.405009404739 5.26
NY 3 16.691206 110.78 111.842543120468 5.28
NY 3 16.719775 111.51 111.989498341478 5.28
NY 3 16.742067 111.51 112.102945909199 5.28
NY 3 16.792843 111.51 112.354783047776 5.3
NY 3 16.997674 112.98 113.330373690722 5.43
NY 3 17.127204 115.21 113.974020568748 5.5
NY 3 17.175277 115.21 114.229922563548 5.53
NY 3 17.207251 115.21 114.405636377611 5.55
NY 3 17.25963 115.21 114.699285855772 5.58
NY 3 17.296747 115.21 114.911169759544 5.6
NY 3 17.331924 115.21 115.11444326485 5.61
NY 3 17.658533 117.43 117.050472893433 5.77
NY 3 17.776666 117.43 117.774741442319 5.82
NY 3 17.815793 117.43 118.019657794373 5.84
NY 3 17.878686 117.43 118.408158849682 5.87
NY 3 17.899391 117.43 118.533092451293 5.88
NY 3 17.95137 118.16 118.846489094789 5.91
NY 3 18.034499 118.16 119.355440517628 5.96
NY 3 18.059622 118.89 119.510650112443 5.96
NY 3 18.270297 121.87 120.820280548162 6.01
NY 3 18.392939 123.34 121.573213538249 5.99
NY 3 18.424659 123.34 121.766342075712 5.99
NY 3 18.589754 123.34 122.785321226915 6.07
NY 3 18.641483 123.34 123.105296837553 6.12
NY 3 18.719259 123.34 123.582695954922 6.21
NY 3 18.75148 123.34 123.775954374563 6.24
NY 3 18.793406 124.07 124.020242178306 6.29
NY 3 18.849941 124.07 124.343680435717 6.35
NY 3 18.936901 124.8 124.849698574955 6.45
NY 3 18.967229 124.8 125.034457642278 6.48
NY 3 19.014877 125.53 125.312310803352 6.52
NY 3 19.050447 125.53 125.505083740298 6.56
NY 3 19.141963 126.26 126.009684435813 6.68
NY 3 19.167127 126.26 126.165169694313 6.72
NY 3 19.202951 126.26 126.387667045495 6.78
NY 3 19.291754 126.26 126.89470114228 6.93
NY 3 19.393828 127.73 127.461499230822 7.11
NY 3 19.465249 127.73 127.893782287174 7.22
NY 3 19.504053 127.73 128.153785911531 7.28
NY 3 19.614938 129.21 128.98061926255 7.39
NY 3 19.704119 129.21 129.702238291898 7.46
NY 3 19.725792 129.21 129.882449994321 7.49
NY 3 19.801343 129.21 130.518309870468 7.59
NY 3 19.998913 130.68 132.154224859703 7.65
NY 3 20.057601 133.66 132.637243295571 7.67
NY 3 20.168189 135.12 133.631275212462 7.69
NY 3 20.383818 135.12 135.700540853816 7.64
NY 3 20.509762 136.59 136.8570714324 7.51
NY 3 20.648249 138.82 137.964938764654 7.2
NY 3 20.721363 138.82 138.556559268879 6.97
NY 3 20.768761 139.55 138.969689596666 6.81
NY 3 20.81353 140.28 139.336263429826 6.64
NY 3 20.850538 140.28 139.596141209066 6.5
NY 3 20.904518 140.28 139.935914126717 6.28
NY 3 20.956959 140.28 140.264781117571 6.06
NY 3 21.290492 143.23 142.215644485829 4.46
NY 3 21.360786 143.23 142.569992178329 4.09
NY 3 21.529987 143.23 143.295636359091 3.26
NY 3 21.570086 143.23 143.433177208825 3.08
NY 3 22.255042 143.96 143.750461747097 0.8
NY 3 22.499603 143.96 143.558622799977 0.31
NY 3 22.770523 143.96 143.63406102555 0.03
NY 3 22.824786 143.96 143.673271372171 0.07
NY 3 22.850776 143.96 143.675922317215 0.11
NY 3 22.947585 143.96 143.637790556076 0.33
NY 3 23.082439 143.96 143.626486064464 0.69
NY 3 23.125582 143.96 143.677184868067 0.82
NY 3 23.179106 143.96 143.703589331792 1
NY 3 23.222517 143.23 143.667524461371 1.17
NY 3 23.302288 143.96 143.606280767501 1.55
NY 3 23.351533 143.96 143.65958021294 1.82
NY 3 23.430767 143.96 143.779545333706 2.29
NY 3 23.4763 143.96 143.804465979234 2.57
NY 3 23.606688 144.69 143.798754419717 3.41
NY 3 23.712636 145.42 143.831364033272 4.22
NY 3 23.897033 146.15 144.35517875178 5.81
NY 3 24.089287 146.15 145.299584102096 7.42
NY 3 24.122499 146.15 145.477003436118 7.7
NY 3 24.173552 146.15 145.780550785227 8.16
NY 3 24.287662 146.15 146.665139112122 9.27
NY 3 24.313907 146.88 146.91722984136 9.51
NY 3 24.374333 146.88 147.54258059543 9.98
NY 3 24.40127 146.88 147.839005178356 10.18
NY 3 24.426478 146.88 148.124856644929 10.37
NY 3 24.572633 146.88 149.896065818352 11.55
NY 3 24.680645 149.08 151.482221362855 12.42
NY 3 24.796098 152.06 153.492195565879 13.23
NY 3 24.94256 153.53 156.025777812862 14.06
NY 3 24.963902 156.49 156.358853524251 14.17
NY 3 24.99194 157.22 156.798296621669 14.32
NY 3 25.075007 158.69 158.21119709406 14.74
NY 3 25.135988 160.91 159.3216940962 15.03
NY 3 25.192047 162.38 160.36916514017 15.26
NY 3 25.418804 167.73 164.39409351719 15.73
NY 3 25.443926 167.73 164.791249079184 15.75
NY 3 25.466022 167.73 165.14708991821 15.76
NY 3 25.622081 170.72 167.714555552075 15.75
NY 3 25.674536 170.72 168.545503062484 15.67
NY 3 25.717679 170.72 169.213731477296 15.57
NY 3 25.916208 176.06 172.29555382971 13.83
NY 3 25.9904 176.06 173.43393712088 13.24
NY 3 26.015304 176.06 173.812569372809 13.04
NY 3 26.096852 176.79 175.036148548999 12.32
NY 3 26.117748 178.25 175.344499684465 12.13
NY 3 26.289944 178.25 177.778934259669 10.53
NY 3 26.535573 178.25 180.992730807358 8.48
NY 3 26.809256 178.25 184.368284397768 6.31
NY 4 0.000896 0 -0.312461419408683 3.07
NY 4 0.106249 0 -0.326942085811043 3.82
NY 4 0.141122 0 -0.297660953955737 4.08
NY 4 0.172787 0 -0.256232430765532 4.32
NY 4 0.226462 0 -0.153498832785972 4.74
NY 4 0.282377 0 -0.00335850839109991 5.19
NY 4 0.309785 0 0.0860468405237952 5.42
NY 4 0.35449 0 0.254097384002221 5.81
NY 4 0.429097 0 0.595604472490573 6.48
NY 4 0.481013 0 0.87819625486392 6.96
NY 4 0.532554 0 1.19535369525155 7.46
NY 4 0.576484 0 1.49449038491443 7.9
NY 4 0.662794 2.22 2.15950498710905 8.89
NY 4 0.746589 2.95 2.90592156949698 9.9
NY 4 0.772323 3.68 3.15508597719994 10.2
NY 4 0.812802 5.15 3.56526321615363 10.65
NY 4 0.863009 5.15 4.10407814593379 11.28
NY 4 1.002247 7.38 5.81928667912579 13.11
NY 4 1.055415 7.38 6.55459829887305 13.72
NY 4 1.172353 8.11 8.28919185926193 15.05
NY 4 1.199471 8.11 8.70961804894716 15.36
NY 4 1.238586 8.11 9.32920652401598 15.81
NY 4 1.289563 8.11 10.1644419481418 16.36
NY 4 1.473759 12.55 13.4482249945317 17.93
NY 4 1.572953 14.02 15.3923345263799 18.43
NY 4 1.637218 18.57 16.8167903644954 18.71
NY 4 1.664138 18.57 17.4639105604325 18.81
NY 4 1.738701 20.77 19.2798383175333 19.01
NY 4 1.787381 20.77 20.3893058358616 19.05
NY 4 1.817056 20.77 21.0638300754598 19.06
NY 4 1.881735 20.77 22.7129970712433 19.02
NY 4 2.016428 24.49 26.2374734506604 18.7
NY 4 2.044917 25.22 26.8784142404138 18.6
NY 4 2.06845 27.44 27.3911892810672 18.5
NY 4 2.11877 29.64 28.5494441109483 18.29
NY 4 2.409022 38.32 35.4631149992896 16.5
NY 4 2.494657 39.79 37.0407817934231 15.64
NY 4 2.528649 39.79 37.5911961533528 15.26
NY 4 2.58054 41.26 38.4490383149079 14.64
NY 4 2.616437 41.99 39.0382821534965 14.16
NY 4 2.755201 42.72 41.0458089204709 12.13
NY 4 2.839674 42.72 41.9596208249038 10.94
NY 4 2.879153 42.72 42.3313984457101 10.33
NY 4 3.019871 42.72 43.4320716925406 8.28
NY 4 3.263607 42.72 44.8763189857568 5.48
NY 4 3.435425 42.72 45.2287671595585 3.62
NY 4 4.010888 42.72 42.896290470772 0.56
NY 4 4.032497 42.72 42.8682527894956 0.51
NY 4 4.102813 42.72 42.8785772986693 0.4
NY 4 4.174827 42.72 42.9680829951987 0.31
NY 4 4.510487 42.72 43.3268567125367 0.68
NY 4 4.707906 44.18 43.6783498306667 1.77
NY 4 4.734416 44.18 43.7431453692576 1.93
NY 4 4.786664 44.18 43.8698440398201 2.25
NY 4 4.84242 44.18 44.001170809695 2.58
NY 4 4.877676 44.18 44.0887808528773 2.8
NY 4 4.935337 44.18 44.2511928194797 3.17
NY 4 5.080679 45.64 44.6929113327951 3.86
NY 4 5.202672 45.64 45.0978581874393 4.3
NY 4 5.253194 45.64 45.2898900779786 4.46
NY 4 5.290251 45.64 45.4435301943256 4.57
NY 4 5.3412 45.64 45.6443421448545 4.73
NY 4 5.37048 45.64 45.7545116468656 4.82
NY 4 5.399319 45.64 45.8706850700261 4.9
NY 4 5.423127 45.64 45.9787257064189 4.98
NY 4 5.528635 45.64 46.5531548849512 5.28
NY 4 5.552242 46.37 46.6962779471672 5.34
NY 4 5.726261 47.84 47.8452072091563 5.62
NY 4 5.827708 47.84 48.5345342489781 5.81
NY 4 5.848759 48.57 48.6843480557758 5.85
NY 4 5.877499 48.57 48.9134494907736 5.9
NY 4 5.926195 48.57 49.3383071695754 5.99
NY 4 6.016258 50.03 50.0874679415714 6.13
NY 4 6.066198 50.76 50.4677778311366 6.22
NY 4 6.14248 51.49 51.1036910017816 6.37
NY 4 6.204009 52.22 51.6094935484339 6.51
NY 4 6.250595 52.22 51.9558116343704 6.64
NY 4 6.2715 52.22 52.1011048227921 6.69
NY 4 6.386085 54.42 52.9111701181423 7.01
NY 4 6.500653 54.42 53.7152534440055 7.24
NY 4 6.561219 54.42 54.124387689818 7.37
NY 4 6.593724 54.42 54.321086759671 7.44
NY 4 6.63484 54.42 54.5302163768358 7.51
NY 4 6.74095 54.42 55.0292797513992 7.64
NY 4 6.787342 55.15 55.3091370715975 7.68
NY 4 6.881852 55.88 55.9231847222492 7.75
NY 4 7.006763 55.88 56.6978112715504 7.7
NY 4 7.09883 56.61 57.3095839400226 7.63
NY 4 7.147883 57.34 57.6697327950021 7.58
NY 4 7.210816 57.34 58.1912123186934 7.51
NY 4 7.341191 58.82 59.4172445995624 7.34
NY 4 7.409322 60.29 60.0597900471176 7.24
NY 4 7.45596 60.29 60.4720346732346 7.19
NY 4 7.546189 61.02 61.3345063266361 7.08
NY 4 7.611529 62.49 62.0154185323623 7.03
NY 4 7.689603 63.22 62.7838731124475 7.03
NY 4 7.71352 63.95 62.9927112223814 7.03
NY 4 7.747565 63.95 63.2829861173861 7.01
NY 4 7.803843 63.95 63.776902300387 6.95
NY 4 7.920655 64.68 64.7755245149161 6.87
NY 4 7.966761 64.68 65.1273579388707 6.84
NY 4 8.019808 65.41 65.4967423504377 6.81
NY 4 8.067983 65.41 65.8117845683833 6.77
NY 4 8.134293 65.41 66.2225554782956 6.7
NY 4 8.202708 66.88 66.6304259638983 6.61
NY 4 8.261459 67.61 66.9346979354028 6.51
NY 4 8.30731 67.61 67.131252854172 6.43
NY 4 8.346071 67.61 67.2868781013405 6.37
NY 4 8.439136 67.61 67.7019615783502 6.24
NY 4 8.464846 68.34 67.8298781104378 6.2
NY 4 8.527691 68.34 68.1054575383629 6.1
NY 4 8.601585 68.34 68.421725361901 5.96
NY 4 8.628163 68.34 68.5492612544054 5.91
NY 4 8.670141 68.34 68.7504960130636 5.84
NY 4 8.768267 69.07 69.1764731828085 5.71
NY 4 8.809666 69.07 69.3559269311891 5.66
NY 4 8.880746 69.07 69.6932238829208 5.57
NY 4 8.953812 69.8 70.0637105004119 5.51
NY 4 9.027261 69.8 70.4311207151826 5.48
NY 4 9.181399 72 71.2256369075981 5.49
NY 4 9.262498 72 71.6786810948145 5.53
NY 4 9.331456 72 72.1056175886136 5.61
NY 4 9.354374 72 72.2547958875402 5.64
NY 4 9.414911 72.73 72.6486587426891 5.7
NY 4 9.459204 72.73 72.9230529540599 5.73
NY 4 9.507043 73.46 73.2164670690464 5.77
NY 4 9.556127 73.46 73.5306284011769 5.83
NY 4 9.658434 74.19 74.1984635244369 5.92
NY 4 9.723115 74.19 74.6073298373537 5.99
NY 4 9.868043 76.41 75.5061510648016 6.16
NY 4 9.936675 76.41 75.9372634628393 6.22
NY 4 10.165902 77.14 77.3925367470467 6.41
NY 4 10.225458 77.87 77.772458624134 6.44
NY 4 10.332491 78.6 78.4547839629661 6.46
NY 4 10.443671 79.33 79.1626220164809 6.5
NY 4 10.474461 79.33 79.3589250988318 6.51
NY 4 10.520024 79.33 79.6499058499565 6.53
NY 4 10.591682 79.33 80.1092444180975 6.52
NY 4 10.757575 81.55 81.2032182057933 6.49
NY 4 10.908693 82.28 82.2279938382016 6.46
NY 4 11.017773 82.28 82.9686810391729 6.41
NY 4 11.269766 85.23 84.62227301806 6.19
NY 4 11.414865 85.96 85.6200080039744 6.03
NY 4 11.518325 85.96 86.3418315467864 5.89
NY 4 11.55333 85.96 86.5676973433433 5.83
NY 4 11.576575 86.69 86.7093173956997 5.79
NY 4 11.871592 88.9 88.4631022319926 5.26
NY 4 11.947209 88.9 88.8931621745423 5.13
NY 4 12.019031 89.63 89.2848302583912 4.99
NY 4 12.104495 89.63 89.7232373069523 4.83
NY 4 12.24809 90.36 90.3543197378101 4.63
NY 4 12.283349 90.36 90.4964514906189 4.58
NY 4 12.323601 90.36 90.6587464561066 4.52
NY 4 12.390269 91.09 90.9370979266989 4.42
NY 4 12.421235 91.82 91.0661605915793 4.38
NY 4 12.659518 92.55 91.8374056543087 4.2
NY 4 12.724894 92.55 92.0250201135489 4.17
NY 4 12.852678 92.55 92.4335212630624 4.18
NY 4 12.936499 92.55 92.7091472196763 4.21
NY 4 13.036653 92.55 93.0072688116185 4.25
NY 4 13.057189 92.55 93.0690924901335 4.27
NY 4 13.185211 94.01 93.5055101954544 4.41
NY 4 13.215926 94.01 93.6234252533239 4.45
NY 4 13.264118 94.01 93.8008004056441 4.5
NY 4 13.365363 94.01 94.182690722837 4.64
NY 4 13.399153 94.01 94.325087306408 4.67
NY 4 13.420957 94.01 94.4218659743321 4.7
NY 4 13.513033 94.01 94.8518483232896 4.82
NY 4 13.539425 94.74 94.9808909956119 4.86
NY 4 13.72298 96.92 95.9350949658192 5.16
NY 4 13.817385 96.92 96.4880270818482 5.29
NY 4 13.859323 96.92 96.7516864721599 5.35
NY 4 13.921907 96.92 97.1516677073926 5.45
NY 4 13.989803 97.65 97.5778802087227 5.57
NY 4 14.104518 98.38 98.349831541839 5.79
NY 4 14.165094 98.38 98.7745477355535 5.9
NY 4 14.20003 98.38 99.0101243899175 5.96
NY 4 14.22035 98.38 99.1412586854663 6.01
NY 4 14.245814 98.38 99.3055264690087 6.06
NY 4 14.280345 99.86 99.5356693870395 6.14
NY 4 14.306987 99.86 99.7156356755917 6.21
NY 4 14.376832 101.33 100.176066700255 6.39
NY 4 14.473942 101.33 100.791753275779 6.63
NY 4 14.518893 101.33 101.077546505461 6.74
NY 4 14.562375 101.33 101.353643643889 6.84
NY 4 14.650722 102.06 101.911122242326 7.03
NY 4 14.706484 102.06 102.241824222714 7.14
NY 4 14.747864 102.79 102.475644611516 7.21
NY 4 14.784951 102.79 102.689693952818 7.26
NY 4 14.830461 103.52 102.973514122508 7.31
NY 4 14.856157 103.52 103.142858864787 7.33
NY 4 15.087923 104.25 104.678359240693 7.33
NY 4 15.114972 104.25 104.86744269301 7.31
NY 4 15.179161 104.25 105.332893310017 7.28
NY 4 15.282248 106.47 106.162904761473 7.21
NY 4 15.424159 106.47 107.452072235433 6.99
NY 4 15.508279 107.2 108.257749403584 6.86
NY 4 15.950194 113.22 112.038717143766 5.85
NY 4 16.028904 113.95 112.529917633457 5.66
NY 4 16.110606 113.95 113.02691662083 5.48
NY 4 16.194832 113.95 113.510315491787 5.29
NY 4 16.276258 113.95 113.934840874691 5.07
NY 4 16.387321 114.68 114.348984058181 4.76
NY 4 16.437108 114.68 114.493524303726 4.62
NY 4 16.472127 114.68 114.599355384389 4.52
NY 4 16.512963 114.68 114.740097040961 4.41
NY 4 16.615423 114.68 114.974950520247 4.14
NY 4 16.679086 114.68 115.0281173358 3.98
NY 4 16.699434 114.68 115.041120898836 3.94
NY 4 16.818371 115.41 115.194521748124 3.72
NY 4 16.863623 115.41 115.29482293739 3.66
NY 4 16.908554 115.41 115.381246609637 3.62
NY 4 16.932255 115.41 115.423988308565 3.6
NY 4 17.108951 116.14 115.795034185488 3.52
NY 4 17.152408 116.14 115.915283517621 3.52
NY 4 17.247471 116.14 116.175759482331 3.52
NY 4 17.302893 116.14 116.339952790453 3.53
NY 4 17.358462 116.14 116.524674896266 3.62
NY 4 17.453523 116.87 116.883117854967 3.81
NY 4 17.532851 116.87 117.207762497997 3.99
NY 4 17.568621 116.87 117.359825337029 4.12
NY 4 17.63175 117.6 117.634333632996 4.42
NY 4 17.700163 118.33 117.946029719223 4.8
NY 4 17.729877 118.33 118.08765781658 4.97
NY 4 17.860507 119.06 118.745967392372 5.7
NY 4 17.924273 119.06 119.083091856884 6.11
NY 4 17.966627 119.06 119.305543461962 6.4
NY 4 18.003186 119.06 119.494262805379 6.66
NY 4 18.110383 120.53 120.067469322849 7.3
NY 4 18.16305 121.26 120.381535017211 7.59
NY 4 18.198906 121.26 120.587325178864 7.78
NY 4 18.284886 121.26 121.02173883283 8.24
NY 4 18.318916 121.26 121.219413434023 8.41
NY 4 18.349037 121.26 121.428781472595 8.57
NY 4 18.383298 121.26 121.679509892701 8.74
NY 4 18.430039 121.26 122.003069744662 8.98
NY 4 18.492047 122.72 122.45133722869 9.27
NY 4 18.558688 123.45 123.038320683737 9.59
NY 4 18.605563 123.45 123.532623530673 9.8
NY 4 18.639928 123.45 123.919526757076 9.96
NY 4 18.708365 124.18 124.739287244568 10.27
NY 4 18.851676 125.65 126.579428780204 10.88
NY 4 18.968513 126.38 128.320846756873 11.37
NY 4 19.032638 128.6 129.320946844239 11.64
NY 4 19.06175 129.33 129.747700972335 11.56
NY 4 19.08894 129.33 130.118722002157 11.49
NY 4 19.122164 130.06 130.560234506219 11.39
NY 4 19.162597 130.79 131.110490915652 11.27
NY 4 19.190541 132.26 131.491977965003 11.19
NY 4 19.226871 133.73 131.980454784386 11.1
NY 4 19.26385 135.2 132.47392414451 11.01
NY 4 19.296382 135.93 132.913276211535 10.92
NY 4 19.421408 135.93 134.623905540443 10.49
NY 4 19.480392 137.4 135.428774457861 10.28
NY 4 19.830015 140.39 140.170563538867 8.31
NY 4 19.900233 141.12 141.124037257724 7.83
NY 4 19.962356 141.12 141.968405294029 7.35
NY 4 20.053762 141.85 143.212568548359 6.65
NY 5 0.001773 0 1.16508794876492 2.66
NY 5 0.807484 2.91999999999999 6.68946023886908 5.22
NY 5 1.220036 13.08 9.43123777508639 6.48
NY 5 1.321349 13.08 10.09171993168 6.44
NY 5 1.344945 13.08 10.2447326240436 6.44
NY 5 1.491834 13.08 11.1817130727464 6.4
NY 5 1.992102 14.55 14.2439848138322 6.5
NY 5 2.034346 14.55 14.5002152082799 6.55
NY 5 2.337937 16.02 16.3688854787593 6.98
NY 5 2.703757 16.75 18.7819518411089 7.59
NY 5 2.741086 17.48 19.0437051536359 7.64
NY 5 2.792058 18.95 19.406595395506 7.7
NY 5 2.859961 18.95 19.9003486310304 7.76
NY 5 2.921529 19.68 20.3588168096098 7.82
NY 5 3.102411 21.9 21.9260165528111 7.96
NY 5 3.172196 22.63 22.5959210999835 8
NY 5 3.317104 22.63 23.9792254328687 8.09
NY 5 3.351302 24.1 24.2888174428848 8.1
NY 5 3.418512 24.83 24.9096455751246 8.14
NY 5 3.500866 24.83 25.7129460800455 8.19
NY 5 3.584239 27.82 26.5394938543271 8.24
NY 5 3.657121 28.55 27.2439071089543 8.28
NY 5 3.718218 28.55 27.8023353614608 8.32
NY 5 3.815202 30.02 28.6160262807117 8.45
NY 5 3.84858 30.02 28.8828295404393 8.51
NY 5 3.879378 30.02 29.1262208676587 8.56
NY 5 3.987092 30.02 29.9823663844597 8.72
NY 5 4.053083 30.75 30.4892447932478 8.76
NY 5 4.103664 30.75 30.8508012094139 8.75
NY 5 4.128301 30.75 31.0236048837824 8.74
NY 5 4.149465 30.75 31.172166614127 8.74
NY 5 4.252767 31.48 31.9367301352253 8.71
NY 5 4.281172 31.48 32.1533875406732 8.7
NY 5 4.354142 31.48 32.6685383483138 8.66
NY 5 4.375202 32.21 32.821748574189 8.64
NY 5 4.399552 32.21 33.0098570469828 8.62
NY 5 4.419696 32.94 33.1705009363241 8.6
NY 5 4.451079 32.94 33.4164703542837 8.57
NY 5 4.482499 33.67 33.6589758785454 8.53
NY 5 4.54552 35.13 34.140910390865 8.45
NY 5 4.708783 35.86 35.4487194026379 8.15
NY 5 4.883863 38.08 37.2167137600546 7.77
NY 5 4.977472 38.08 38.232011201047 7.58
NY 5 5.0421 38.81 38.8889508312419 7.43
NY 5 5.100294 38.81 39.4168200759543 7.29
NY 5 5.136291 38.81 39.7302300310462 7.2
NY 5 5.172931 39.54 40.0652215881528 7.11
NY 5 5.263619 41.01 40.8988553224879 6.86
NY 5 5.297943 41.01 41.1921895727227 6.79
NY 5 5.32671 41.74 41.419052893784 6.73
NY 5 5.386695 42.47 41.8739810134865 6.59
NY 5 5.559073 43.94 43.1400681338433 6.05
NY 5 5.605975 43.94 43.4486628790308 5.92
NY 5 5.647458 43.94 43.7003837553255 5.82
NY 5 5.766519 43.94 44.264393491655 5.54
NY 5 5.801409 44.67 44.3971203730598 5.44
NY 5 5.828676 44.67 44.4962232241229 5.36
NY 5 5.936898 45.4 44.8954741861585 5.03
NY 5 5.961237 45.4 44.9960466346426 4.97
NY 5 5.984324 45.4 45.0884160481953 4.91
NY 5 6.03863 45.4 45.2630732565993 4.81
NY 5 6.134227 45.4 45.4776225893964 4.71
NY 5 6.305342 45.4 45.8754626959009 4.6
NY 5 6.394953 45.4 46.0984668343058 4.67
NY 5 6.426717 45.4 46.1515133417321 4.72
NY 5 6.487497 46.13 46.2384956066275 4.81
NY 5 6.521153 46.13 46.2876208038051 4.88
NY 5 6.579944 46.13 46.3941055045707 5
NY 5 6.610054 46.86 46.466319462223 5.07
NY 5 6.655507 46.86 46.6085571741074 5.17
NY 5 6.675872 46.86 46.6881911540538 5.22
NY 5 6.713947 46.86 46.8467014156893 5.32
NY 5 6.772378 47.59 47.0912928387045 5.47
NY 5 6.841978 47.59 47.3962459240622 5.64
NY 5 6.961776 48.32 47.9994639493791 6
NY 5 7.015945 48.32 48.3225763174941 6.17
NY 5 7.058943 48.32 48.6044251736617 6.31
NY 5 7.157859 48.32 49.3123903569971 6.58
NY 5 7.184263 49.05 49.511315426524 6.65
NY 5 7.275968 49.05 50.2174688668485 6.82
NY 5 7.419951 51.25 51.5402915925368 7.04
NY 5 7.465683 50.52 52.0225878946575 7.12
NY 5 7.564411 52.72 53.1047390827334 7.27
NY 5 7.788817 56.48 55.374740771005 7.23
NY 5 7.809607 57.21 55.5456274515248 7.22
NY 5 7.91419 57.21 56.5115816722566 7.11
NY 5 8.036781 58.68 57.7394859617508 6.87
NY 5 8.096323 58.68 58.2561007742498 6.7
NY 5 8.120127 58.68 58.432665943847 6.63
NY 5 8.197764 59.41 58.9522166196722 6.39
NY 5 8.308785 59.41 59.6227570625932 6.02
NY 5 8.454204 59.41 60.3914556472754 5.43
NY 5 8.586589 60.87 61.0053648647225 4.88
NY 5 8.62535 61.6 61.1728781909555 4.72
NY 5 8.662224 61.6 61.2992751456009 4.57
NY 5 8.698718 61.6 61.3846694060481 4.44
NY 5 8.755081 61.6 61.510723764279 4.25
NY 5 8.777973 61.6 61.5820973125112 4.19
NY 5 8.848787 61.6 61.8062425363535 4.02
NY 5 9.031115 62.33 62.180085102736 3.46
NY 5 9.086709 62.33 62.2556492446972 3.35
NY 5 9.157896 62.33 62.3397356183533 3.28
NY 5 9.253974 62.33 62.4480498407967 3.25
NY 5 9.344688 63.06 62.5660882686982 3.27
NY 5 9.491007 63.06 62.8448606825296 3.43
NY 5 9.551087 63.06 63.0088171639951 3.56
NY 5 9.595531 63.06 63.1354549479785 3.66
NY 5 9.629444 63.06 63.2249958443896 3.74
NY 5 9.690022 63.06 63.3835980721946 3.91
NY 5 9.775669 63.06 63.6444132526389 4.24
NY 5 9.80613 63.06 63.7584497851945 4.35
NY 5 9.82749 63.06 63.8406580635543 4.44
NY 5 9.909789 64.53 64.1254622269724 4.77
NY 5 10.003539 64.53 64.4766940444092 5.14
NY 5 10.032478 65.26 64.6106686224768 5.27
NY 5 10.150943 65.99 65.2165791277726 5.84
NY 5 10.183223 65.99 65.3912418453525 6.01
NY 5 10.272637 65.99 65.9041063211013 6.47
NY 5 10.40731 65.99 66.7798907199338 7.1
NY 5 10.445662 67.46 67.0571313357777 7.25
NY 5 10.514696 67.46 67.6284319510008 7.47
NY 5 10.590234 67.46 68.3170392407909 7.63
NY 5 10.6129 67.46 68.5192538815382 7.67
NY 5 10.639894 68.19 68.7496035769599 7.71
NY 5 10.743068 68.92 69.7191918561541 7.84
NY 5 10.764964 69.65 69.9472003788218 7.86
NY 5 10.850078 71.12 70.8629925323907 7.9
NY 5 10.948667 71.85 71.8958617860742 7.99
NY 5 10.976657 72.58 72.1662117299621 8.02
NY 5 11.215955 74.78 74.7657014951817 8.01
NY 5 11.411179 78.55 76.9129181382629 7.92
NY 5 11.442401 78.55 77.2144296110415 7.91
NY 5 11.513771 78.55 77.8310637461139 7.83
NY 5 11.542826 78.55 78.0499008505421 7.78
NY 5 11.565185 78.55 78.2070881554775 7.74
NY 5 11.649681 78.55 78.7286560170104 7.61
NY 5 11.728492 79.28 79.1423189271944 7.47
NY 5 11.761211 79.28 79.302529602114 7.39
NY 5 11.82635 80.01 79.6157133068818 7.23
NY 5 11.910183 80.01 80.0363946064667 6.98
NY 5 11.935855 80.01 80.1754442837794 6.91
NY 5 12.146187 80.01 81.2449816348891 6.35
NY 5 12.190823 80.01 81.4619163435232 6.23
NY 5 12.27745 81.48 81.8928242991338 5.99
NY 5 12.308092 81.48 82.0513572094822 5.92
NY 5 12.348431 81.48 82.2672435937362 5.83
